ID number,1a,1b,1c,2,3.a,3.b,3.c,3.d,3.e,3.f,3.g,4.a,4.b,4.b.name,StandardNames,4bApple,4bmingpao,4bsingtao,4bstar,4borient,4bothers,5.1,5.2,5.3,5.4,5.5,5.6,5.7,5.8,5.9,5.10.,5.11,6.a.,6b,6c,6d,6e,6f,6g,6h,7.a,7.b,7.c,7.d,7.e,7.f,7.g,7.h,7.i,7.j,8.a,8b,8c,8.d,8.e,8.f,8.g,8.h,8.i,8.j,8.k,8.l,9a,9b,9c,9d,10.aCleaned,10.bCleaned,10.cCleaned,10.dCleaned,10.eCleaned,10.fCleaned,10.gCleaned,10.hCleaned,10.iCleaned,10.jCleaned,11.a,11.b,11.c,11.d,11.e,11.f,12.a,12.b,12.c,12.d,12.e,12.f,13.a,13.b,13.c,13.d,13.e,13.f,13.g,13.h,13.i,13.j,13.k,13.I,13.m,13.n,13.o,13.p,14.a,14.b,14.c,14.d,14.e,14.f,14.g,15.a.Category,15.a.Category.v1,15.b.Category,15.b.Category.v1,15.c.Category,15.c.Category.v1,15.a.english,15.a.english.v1,15.b.english,15.b.english.v1,15.c.english,15.c.english.v1,17,18,19,20,21,22.a,22b,23,24,25,27.a,27.a_final,27.b,27.c,28.a,28.b,28.c,28.d,28.e,29.a,29.b,29.c,30,31,32,33,34,35,37,36a,36b,36c,36d,36e
521,3.5,3.5,3.5,1,1,2,3,4,5,6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,1,0,0,0,1,1,0,1,0,NA,3,3,3,3,3,3,3,3,3,2,50,50,0,50,90,50,50,50,50,0,0,0,4,4,4,4,3,3,2,3,3,3,3,1,3,4,4,2,0,4,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,Missing,Missing,Missing,Missing,Missing,Missing,NA,0,0,0,NT,1,Universal love,1,1,1,NA,NA,NA,NA,1,1,1,0,0,0,0,0,0,0,0,17,1,3,1,0,0,0,0,1
522,2,5,0,0,8,0,0,0,10,5,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,1,1,1,0,0,1,NA,3,3,3,3,3,3,3,3,3,3,100,40,80,90,50,80,90,90,80,80,40,60,4,1,7,3,4,4,4,2,3,3,2,2,4,3,3,9,0,20,11,0,3,9,0,20,0,0,"Tracy, Timothy, aliens",0,father,Timothy Tsis,"Dad, Andy",0,"Timothy,Daddy",Extraterrestrial,"Daddy,Mummy","Timothy Tracy, Kenneth cto",CTO,Extraterrestrial,Timothy,0,"Timothy,tracy,kenneth,cto,Homing",Kenneth Homing,"Andy,Edmind",Timothy,"Aliens, tracy",0,"Aliens, tracy","daddy,Andy","Homing,Terence",Reasons,Reasons,Qualifications,Qualifications,Qualifications,Qualifications,Why do you choose this job?,Why do you choose this job?,Can you handle this job/can you do this job/how confident are you of doing this job/how well can you perform on this job,Can you handle this job/can you do this job/how confident are you of doing this job/how well can you perform on this job,Strengths and weakness,Strengths and weakness,interest,0,0,0,TSW,1,Overseas,4,4,1,boss,boss,housewife,Daddy Mummy,1,1,1,0,0,1,1,0,"5,000",student,TSTSS,17,1,3,2,0,0,0,0,1
523,7,3,1,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,NA,3,3,3,2,NA,2,3,1,3,3,40,40,30,70,60,100,100,20,20,20,20,20,6,6,6,6,3,3,2,2,NA,3,2,NA,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,Missing,Missing,Missing,Missing,Missing,Missing,NA,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,17,1,2,2,0,0,0,0,1
524,11,3,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,1,0,1,1,1,1,0,0,0,NA,3,3,3,3,3,3,3,3,3,3,80,90,90,90,80,70,90,90,80,80,80,80,4,4,4,4,3,3,3,2,3,3,3,3,3,2,4,4,2,5,2,0,4,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,Missing,Missing,Missing,Missing,Missing,Missing,NA,0,0,0,TSW,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,0,0,0,0,0
525,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,NA,3,3,3,3,3,3,3,3,3,3,10,10,10,10,10,10,10,10,10,10,10,10,5,5,5,5,3,3,3,3,3,3,3,3,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,Missing,Missing,Missing,Missing,Missing,Missing,NA,0,10000,50000,TSW,1,0,1,1,NA,NA,NA,NA,NA,1,1,0,0,0,1,1,0,0,student,0,16,1,2,1,0,0,0,0,1
526,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,NA,3,3,3,2,3,3,2,2,4,2,30,0,20,80,30,50,70,70,30,50,0,0,4,3,5,3,2,2,2,3,2,1,3,4,2,3,2,1,0,20,1,6,2,0,0,10,1,0,Abundant,Ding fat,0,Calamity Jane,Fat woman,0,Huang,0,0,Huang,Peng,0,0,Lun,0,0,Lu sir,A Show,Lai sir,0,0,0,0,Reasons,Reasons,Job related,Job related,Qualifications,Qualifications,Why do you want to join the company?,Why do you want to join the company?,What expectations do you have for yourself on the job?/ What do you expect from the job?,What expectations do you have for yourself on the job?/ What do you expect from the job?,Strengths and weakness,Strengths and weakness,stable,11000,20000,20000,TSW,1,Tuen Mun Hospital,1,4,1,NA,NA,NA,NA,1,1,1,0,0,1,1,0,0,Lifeguard,Yao Dao Secondary School,21,1,2,1,0,0,0,0,1
527,3,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,NA,3,2,2,2,3,3,3,2,2,2,60,50,70,80,60,70,60,50,40,40,10,70,2,2,4,1,3,3,3,2,2,2,2,2,4,2,3,0,0,3,3,0,1,0,0,3,2,0,sister,0,0,0,0,0,teacher,0,0,bambi,"bambi, teacher",0,teacher,teacher,"Sister, teacher",0,0,0,0,0,0,0,0,Reasons,Reasons,Qualifications,Qualifications,Qualifications,Qualifications,Why do you choose this job?,Why do you choose this job?,How will you solve xxx problem?,How will you solve xxx problem?,Strengths and weakness,Strengths and weakness,Social workers,0,0,0,TSW,1,Tuen Mun Hospital,4,5,1,ground,ground,chef,NA,1,1,1,0,0,1,1,0,"2,000",student,Lutheran,16,1,3,2,0,0,0,0,1
528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,1,1,0,0,0,1,1,0,0,0,NA,3,2,1,2,2,3,2,1,2,2,0,0,30,60,30,30,60,30,30,30,30,10,1,1,7,1,1,2,2,3,1,2,3,4,1,4,6,4,0,10,5,0,0,0,0,0,0,0,"Sister, brother x2",0,0,0,0,"Sister, brother","Sister, brother",0,0,0,Jammie,0,0,0,0,"Sister, brother",0,0,0,0,0,0,0,Job related,Job related,Job related,Job related,,,What do you wish to learn from this job,What do you wish to learn from this job,What do you think you can get out of this job?,What do you think you can get out of this job?,Missing,Missing,Create,0,20000,30000,TSW,1,0,4,4,1,Three rows,Three rows,housewife,NA,1,1,1,0,0,1,1,0,"1,000",student,Yuen Long Lutheran Secondary School,17,1,2,2,0,0,0,0,1
529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,1,1,1,0,NA,3,3,2,2,2,3,2,1,3,2,10,10,20,40,50,70,50,60,0,0,0,0,2,4,7,7,2,1,2,4,2,1,2,2,1,4,0,0,0,1,1,0,0,0,0,1,0,0,Cousin,0,0,father,father,brother,0,0,0,"Friends, don",0,0,0,"Friends, kiv",0,0,0,kiv,0,0,0,0,0,,,,,,,Missing,Missing,Missing,Missing,Missing,Missing,High salary,0,0,0,TSW,1,Tuen Mun Hospital,NA,NA,NA,trading,trading,Waiter Wang,NA,1,1,1,0,0,1,1,0,"2,000",student,Deng,17,1,3,2,0,0,0,0,1
530,11,3.5,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,1,1,1,0,0,1,NA,3,3,2,3,2,3,3,2,3,3,80,60,40,60,90,80,60,40,70,0,90,70,5,5,6,4,3,3,4,2,3,2,2,1,3,4,1,2,0,6,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,Missing,Missing,Missing,Missing,Missing,Missing,NA,0,0,0,TSW,1,0,NA,4,NA,NA,NA,NA,NA,0,1,0,0,0,1,0,0,0,0,0,15,1,4,2,0,0,0,0,1
531,11,11,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,0,1,1,1,0,0,NA,3,3,3,2,2,3,3,2,2,2,90,50,50,50,80,50,50,60,80,0,80,0,5,4,6,3,3,3,3,3,2,3,2,2,3,3,2,0,0,7,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,Missing,Missing,Missing,Missing,Missing,Missing,Flexible working hours,0,0,0,TSW,1,Tuen Mun Hospital,4,4,NA,designer,designer,accounting,NA,1,1,0,0,0,1,1,0,"1,500",student,Tin Shui Wai Government Secondary School,17,1,3,2,0,0,0,0,1
532,11,3.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,0,1,1,NA,2,3,2,4,3,3,2,3,3,3,100,60,100,90,10,10,50,80,70,80,10,0,4,6,5,4,3,4,3,3,2,2,3,2,3,1,3,0,0,0,0,0,2,0,0,0,0,0,enjoy,0,0,"dad,mom",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,Missing,Missing,Missing,Missing,Missing,Missing,NA,0,0,0,0,2,0,3,2,2,NA,NA,NA,NA,1,1,1,0,0,1,1,0,0,student,Iraq soup,17,1,3,2,0,0,0,0,1
533,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,0,1,1,0,0,1,NA,3,3,2,2,2,3,3,3,3,3,50,50,50,70,70,70,70,50,70,60,70,50,5,2,6,1,3,3,3,1,2,2,2,2,4,2,3,2,6,5,7,0,3,2,0,5,7,0,Bake,Bake,Come,Bake,Bake,father,father,mom,0,0,Bright,0,father,pear,father,0,0,Bake,grace,0,0,0,0,Job related,Job related,Qualifications,Qualifications,Qualifications,Qualifications,Can you perform OT?,Can you perform OT?,How will you solve xxx problem?,How will you solve xxx problem?,What kinds of special/strong abilities/skills do you have?,What kinds of special/strong abilities/skills do you have?,With their related interests,0,10000,20000,YL,2,Baptist Hospital,1,4,1,teacher,teacher,experience,NA,1,1,1,0,0,1,1,0,"1,000",student,Yuen Long Lutheran Secondary School,15,1,3,2,0,0,0,0,1
534,1,0,3.5,1,0,0,0,0,0,0,0,0,1,Apple,Apple,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,NA,3,3,2,2,2,2,2,2,3,2,20,20,20,60,50,40,60,50,30,0,0,0,3,3,6,2,3,3,3,3,3,3,2,3,3,2,2,2,0,10,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0student nures,0,0,,,,,,,Missing,Missing,Missing,Missing,Missing,Missing,stable,2000,20000,0,TSW,4,0,2,4,NA,ground,ground,housewife,NA,1,1,0,0,0,1,1,0,200,student,TMH nursing school,19,1,3,2,0,0,0,0,1
535,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,0,0,1,0,1,1,NA,3,3,2,2,2,3,2,2,2,2,0,0,10,0,0,0,0,10,0,0,0,0,4,1,7,2,2,3,1,4,2,2,4,4,4,4,2,0,0,5,0,0,1,0,0,5,0,0,Cousin,0,0,Cousin,0,0,0,0,friend,friend,0,Cousin,friend,cousin,cousin,0,0,0,0,0,0,0,0,Reasons,Reasons,,,,,Why do you want to join the company?,Why do you want to join the company?,Missing,Missing,Missing,Missing,NA,0,0,0,TM,1,Tuen Mun Hospital,2,2,2,Security,Security,NA,NA,1,1,1,0,0,1,1,0,"1,200",student,CMACCK,14,1,2,2,0,0,0,0,1
536,11,0,3.5,2,0,2.5,11,0,2.5,11,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,1,0,1,1,1,1,0,0,0,NA,3,3,3,3,3,4,2,2,3,4,0,0,50,50,50,0,50,50,0,0,100,100,5,5,4,5,2,1,3,3,3,3,2,4,1,2,2,0,0,2,0,0,2,0,0,1,0,0,brother,0,0,0,0,0,parents,0,0,0,0,brother,0,0,0,brother,n,n,n,n,n,n,n,Qualifications,Qualifications,Qualifications,Qualifications,Job related,Job related,What kinds of special/strong abilities/skills do you have?,What kinds of special/strong abilities/skills do you have?,Can you handle this job/can you do this job/how confident are you of doing this job/how well can you perform on this job,Can you handle this job/can you do this job/how confident are you of doing this job/how well can you perform on this job,What do you think you can get out of this job?,What do you think you can get out of this job?,Banker,0,20001,30001,YL,1,0,4,4,5,NA,NA,NA,NA,1,1,1,0,0,1,0,0,"1,500",student,0,17,1,3,1,0,0,0,0,1
537,5,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,1,1,1,0,1,1,NA,3,3,2,2,3,3,2,2,2,2,90,90,80,80,70,90,50,80,90,90,90,50,4,4,4,4,3,3,3,2,NA,NA,NA,NA,NA,NA,4,4,4,30,0,0,4,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,Missing,Missing,Missing,Missing,Missing,Missing,NA,0,0,0,TSW,1,0,NA,1,NA,NA,NA,NA,NA,1,1,1,0,0,0,0,0,0,0,0,0,1,3,2,0,0,0,0,0
538,3.5,3.5,3.5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1,NA,3,3,3,3,3,3,3,3,3,3,60,60,60,60,60,60,60,60,60,60,60,60,7,7,7,7,3,3,3,3,3,3,3,3,3,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,Missing,Missing,Missing,Missing,Missing,Missing,NA,0,0,0,SS,1,0,1,1,NA,teacher,teacher,NA,NA,1,1,0,0,0,1,1,0,"2,800",student,FTUU,0,1,3,2,0,0,0,0,1
539,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,NA,3,4,2,4,2,2,3,2,2,3,70,60,30,20,30,60,20,20,20,20,20,30,4,NA,NA,NA,3,4,2,2,3,2,2,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,Missing,Missing,Missing,Missing,Missing,Missing,NA,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,16,1,4,1,0,0,0,0,1
540,7,0,1,4,2,2,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,NA,3,3,4,2,3,3,3,3,3,3,70,70,60,70,30,20,30,30,10,10,20,10,4,3,4,5,4,3,3,3,2,3,2,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,Missing,Missing,Missing,Missing,Missing,Missing,NA,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,0,0,0,0,1
541,11,1,0,0,0,0,0,0,0,0,0,0,1,apple daily,apple daily,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,NA,3,2,2,3,3,3,3,3,3,3,0,0,0,0,100,50,50,50,90,10,100,10,4,3,4,4,3,3,3,3,1,1,1,2,3,2,4,0,0,38,2,0,4,0,0,38,2,0,alex,alex,alex,alex,alex,alex,alex,alex,alex,alex,alex,alex,alex,alex,alex,alex,0,0,0,0,0,0,0,Qualifications,Qualifications,Reasons,Reasons,Future hopes,Future hopes,Which school/university are you from? / do you have a university degree?,Which school/university are you from? / do you have a university degree?,Why do you choose this job?,Why do you choose this job?,What is your desired career/job,What is your desired career/job,nurse,0,0,0,TSW,1,Tuen Mun Hospital,1,1,1,Civil Servants,Civil Servants,Management,NA,1,1,1,0,1,1,1,0,200,0,Yi Chi,14,1,4,2,0,0,0,0,1
542,7,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,1,0,1,0,1,1,1,0,0,NA,4,3,3,3,4,2,3,2,2,2,70,70,70,60,60,60,70,70,60,70,100,70,4,3,5,5,3,4,3,2,2,2,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,Missing,Missing,Missing,Missing,Missing,Missing,NA,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,0,0,0,0,1
543,3,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,NA,3,4,3,3,3,4,2,3,3,2,100,60,70,70,60,60,70,50,50,50,100,100,4,4,5,6,3,2,2,3,2,3,2,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,Missing,Missing,Missing,Missing,Missing,Missing,NA,0,0,0,0,NA,0,2,1,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,0,0,0,0,0
544,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,NA,3,4,2,2,2,3,2,3,2,3,70,70,70,60,60,100,60,70,100,70,50,100,4,3,4,5,3,3,NA,4,NA,3,3,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,Missing,Missing,Missing,Missing,Missing,Missing,NA,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,0,0,0,0,1
545,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,NA,3,2,3,3,3,3,3,3,3,3,90,80,90,70,80,90,90,80,90,0,90,70,4,4,4,4,3,2,3,3,3,3,3,3,3,3,2,5,5,5,3,0,2,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Qualifications,Qualifications,Job related,Job related,Qualifications,,Which school/university are you from? / do you have a university degree?,Which school/university are you from? / do you have a university degree?,Are you interested in the job?,Are you interested in the job?,Why do I want to hire you?,Wrong answer,RELEX,0,0,0,TSW,NA,Tuen Mun Hospital,1,1,NA,police,police,Seller,NA,1,1,0,0,0,1,1,0,"1,000",0,Yi Chi,14,1,3,1,0,0,0,0,1
546,1,3,7,3,1,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,NA,4,NA,3,3,3,4,NA,3,2,2,90,60,50,10,10,20,10,10,50,70,10,10,4,2,3,5,3,4,2,3,2,4,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,Missing,Missing,Missing,Missing,Missing,Missing,NA,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,0,0,0,0,0
547,2,1,3,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,NA,3,4,3,3,3,3,3,4,3,3,70,70,70,30,20,20,20,30,40,70,80,60,3,4,5,4,4,4,3,2,3,3,3,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,Missing,Missing,Missing,Missing,Missing,Missing,NA,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,0,0,0,0,0
548,3,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,NA,4,3,2,3,2,3,3,3,4,3,100,70,60,60,70,40,20,20,40,10,20,10,4,3,4,5,3,4,3,3,3,2,2,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,Missing,Missing,Missing,Missing,Missing,Missing,NA,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,0,0,0,0,0
549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,1,0,1,0,NA,3,2,1,2,2,3,2,3,2,2,40,0,50,60,20,50,50,60,10,0,0,30,3,4,5,6,3,3,2,2,3,2,3,1,3,2,1,3,0,11,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,Missing,Missing,Missing,Missing,Missing,Missing,NA,0,0,0,TSW,1,Tuen Mun Hospital,4,5,NA,NA,NA,Receiving clerk,NA,0,1,0,0,0,0,0,0,200,student,TWGHs Guo Yiwei high school,16,1,3,1,0,0,0,0,1
550,2,0,0,1,0,0,0,0,0,0,æ¯æ—¥éƒµå ±,0,1,apple daily,apple daily,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0,0,NA,3,2,3,3,3,3,3,3,3,3,50,60,40,50,70,100,80,90,30,30,20,0,4,3,4,2,3,3,3,1,3,3,2,3,3,2,3,0,0,2,0,0,3,0,0,1,0,0,0,0,0,me,0,0,0,0,0,mango,0,0,mom,0,0,0,0,0,0,0,0,0,0,Qualifications,Qualifications,Personal,Personal,Qualifications,Qualifications,What is your education level/what are your grades?,What is your education level/what are your grades?,How old are you?,How old are you?,Which school/university are you from? / do you have a university degree?,Which school/university are you from? / do you have a university degree?,It does not require high salaries,0,0,0,TSW,2,Prince of Wales Hospital,1,1,1,Decoration,Decoration,NA,NA,1,1,1,0,0,1,0,0,0,no job,TJCEC,14,1,3,1,0,0,0,0,1
551,3.5,0,0,1,0,0,0,0,0,4,0,0,1,Message,Message,0,0,0,0,0,1,1,1,0,1,1,1,1,0,1,1,0,0,0,1,1,0,0,0,NA,4,3,3,2,2,2,2,2,2,2,80,40,40,80,70,60,40,50,40,30,40,50,4,1,7,5,2,2,2,3,2,2,3,3,2,3,3,0,0,2,0,0,0,0,0,2,0,0,Cai,Cousin,0,0,0,0,0,0,lady,0,east,0,0,east,0,0,0,0,0,0,0,0,0,Qualifications,Qualifications,Reasons,Reasons,,,What kinds of special/strong abilities/skills do you have?,What kinds of special/strong abilities/skills do you have?,Why do you want to join the company?,Why do you want to join the company?,Missing,Missing,clerk,0,15000,30000,TSW,1,Tuen Mun Hospital,4,4,1,NA,NA,NA,NA,1,1,1,0,0,1,1,0,200,student,Iran and the,16,1,3,1,0,0,0,0,1
552,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,NA,3,3,2,2,2,3,2,2,3,2,10,20,30,40,10,10,20,20,20,20,10,20,4,3,7,7,3,3,4,3,3,NA,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,Missing,Missing,Missing,Missing,Missing,Missing,NA,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,0,0,0,0,1
553,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,NA,3,3,3,3,3,3,3,3,3,3,20,20,20,20,20,20,20,20,20,20,20,20,5,5,4,4,3,3,3,3,3,3,3,3,3,3,4,0,0,3,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,Missing,Missing,Missing,Missing,Missing,Missing,NA,0,30000,50000,TSW,1,Tuen Mun Hospital,1,1,1,NA,NA,NA,NA,1,1,0,0,0,1,0,1,"1,500",0,BE,14,1,2,1,1,0,0,0,0
554,1,0,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,NA,4,2,2,3,4,1,1,1,1,1,0,0,30,20,10,100,10,20,20,20,40,70,6,2,2,2,2,1,3,1,1,1,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,Missing,Missing,Missing,Missing,Missing,Missing,NA,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,18,1,4,2,1,0,0,0,0
555,3.5,1,0,0,1,0,1,0,0,20,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0,0,NA,3,3,2,2,2,3,3,3,2,2,70,80,60,90,60,50,70,60,100,90,80,30,1,3,6,5,2,3,3,2,2,2,2,3,3,3,2,1,3,40,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,Missing,Missing,Missing,Missing,Missing,Missing,NA,0,0,0,0,NA,0,4,4,3,CEO,CEO,CEO,CEO,1,1,1,0,0,0,1,0,500,0,0,20,1,2,1,0,0,0,0,1
